url,name,name_ja,name_ja_kana,translation,alternate_names,habitat,diet,appearance,behavior,interactions,body,origin,legends,other_forms,critical_weakness
https://yokai.com/ninmenju/,Ninmenju,人面樹,にんめんじゅ,human face tree,jinmenju,mountain valleys,,"The ninmenju is a strange tree which bears flowers looking like human heads. These heads cannot speak, but they do smile and can even laugh. In the autumn, they bear face-shaped fruit which tastes sweet and sour.",,"If a person laughs at the tree, the head-shaped flowers will laugh back at that person. If they laugh too strongly, the heads will wilt and fall off the trees.","Ninmenju first appears in Japan in the Edo period encyclopedia Wakan sansai zue, which documents animals, plants, and yōkai from both inside and outside of Japan. The description is paraphrased from the Sancai tuhui, a Chinese encyclopedia published in 1609. Sancai tuhui describes ninmenju as originating in the foreign land of Daishi-koku (大食国). Daishi was the Japanese pronunciation of the Ming Chinese name for the Islamic world, which came from the Persian word tāzī. Tāzī was the Persian word for Muslims, derived from the Tayy, an Arabic tribe which flourished under the Abbasid Caliphate.
The waq waq tree of Islamic folklore is very similar to the ninmenju. This tree was described as bearing fruit shaped like humans and animals. The fruit could speak, but would die a few days after being picked. These trees grew on the mythical island of Waq Waq in the land of Zanj, an area in Africa near present-day Zanzibar. Legend has it that Alexander the Great had his death foretold by one of these trees. The waq waq tree may be the same tree from Daishi-koku that the Sancai Tuhui refers to. Through trade between Ming China along the Silk Road, it is possible that this Arabic myth is the model for what eventually became the ninmenju.",The ninmenju is an example of folklore that has traveled over great time and distance to become what it is.,,,
https://yokai.com/hinode/,Hinode,日の出,ひので,sunrise,,,,"Hinode, the break of dawn, signals the end of the power of evil spirits over the waking world. The holy light of the sun banishes yōkai, ghosts, and demons back to the places from which they came. As the morning light fills the shadows, unknown things no longer lurk. As the sun’s rays pierce the dark forests, strange shapes no longer hide among the trees. The time of meeting evil spirits is over. Once again the world is safe for humans.",,,"In Japanese artwork, the sun often appears as the final scene in picture scrolls depicting yōkai and the night parade of one hundred demons. Similarly, Toriyama Sekien’s second illustrated yōkai encyclopedia, Konjaku gazu zoku hyakki, opens with ōmagatoki and closes with hinode, depicting the monsters that rule the world from dusk until dawn.","The sun has always been a central part of Japanese religion. Amaterasu, the sun goddess, is the most important deity in Shinto and is worshipped across Japan. The importance of the sun in Japanese culture can be seen in Japan’s nickname—the land of the rising sun—on the Japanese flag, and in the native word for Japan itself: Nihon, “the origin of the sun.”",,,
https://yokai.com/oumagatoki/,Ōmagatoki,逢魔時,おうまがとき,the hour of meeting evil spirits,,,,"Ōmagatoki is the twilight hour between when the sun sets and the sky goes dark. It is not quite day, but not quite night. Shadows swallow everything. Your eyes start to play tricks on your mind. The border thins between sekai—the world we live in, belong to, and recognize—and ikai, the “other” world. Ikai is where the spirits live, a world about which we humans know next to nothing. During ōmagatoki, the evil spirits, the chimimōryō, wake up and move about freely. This is the hour when yōkai, yūrei, and other dark things cross over into our world.",,"Humans and spirits normally have separate existences in different worlds. When those worlds come together, things become chaotic—particularly for humans. In order to avoid meeting the things that prowl the night, people would head home as the sun set and stay inside until morning. Woodcutters sleeping in mountain huts something heard the cutting down of trees at night, but found no evidence of it in the morning. Phantom waterfalls could be heard where there was no waterfall for miles around. Strange laughter and voices of inhuman things echoed throughout the forests. Children who wandered away from the village and got lost in the mountains could be spirited away by otherworldly things and taken to another world. Sometimes they would return years later, changed in some way.","The appearance of yōkai during ōmagatoki is said to be accompanied by a few telltale signs: a cold wind blowing; a strange smell in the air, like that of fish or blood; a sudden onset of darkness; a sudden chill that causes one’s hairs to stand on end.
Ōmagatoki can be written two different ways: 逢魔時 literally means the hour of meeting evil spirits; 大禍時 literally means the hour of great calamity. Both of these readings illustrate the fear and apprehension that the ancient Japanese people felt towards the things that came at twilight.","The first tales of encounters between humans and spirits came from woodsmen, travelers, criminals, and people whose livelihoods forced them away from the safety of their homes and villages at night. These men would return to their villages in the morning with stories of eerie experiences after twilight. Over time, these stories developed into the earliest superstitions, helping shape Japanese folklore, religion, and society into what they are today.",,,
https://yokai.com/onikuma/,Onikuma,鬼熊,おにくま,demon bear,,mountain forests,omnivorous,"A bear which has lived for a very long time and transformed into a yōkai is called an onikuma, or demon bear. Onikuma continue growing and reach sizes much larger than even the largest natural bears. They walk on two legs and are large enough to carry off cows and horses, and can easily move aside boulders than ten men could not budge. They are so powerful that they can even crush a monkey with the palm of their hand.","Onikuma behavior is very similar to that of ordinary bears. They live deep in the mountains, far away from humans. They are nocturnal. They hunt and scavenge and are able to eat just about anything. They rarely venture out of their habitats, but like ordinary bears, will occasionally emerge from the forests into villages to look for food.","Due to their reclusive nature, encounters between onikuma and humans are very rare. When they do happen, however, they are often violent. Onikuma sometimes wander into human-inhabited areas when there is easy food to be had—this usually means livestock. Onikuma are capable of stealing cows and horses and walking off into the forest with them in hand. When this happens, the villagers have no choice but to try to hunt and kill the onikuma.","To hunt an onikuma, special tactics are required. First, hunters use strong timber to build a sturdy wooden structure resembling a square well casing. This is covered with wisteria vines and inserted to plug up the entrance of the onikuma’s den. Then, sticks and brush are pushed in through the narrow openings around the den plug. The onikuma will pull these things into the den and pile them up in the back, like a nest. As more and more are inserted, the den will fill up until there is no more space, and the onikuma will push its way out through the vine-covered plug. Then, it is stabbed with a long spear and shot with a rifle.
Such a tactic was used during the Kyōhō era (1716-1736) to kill an onikuma. The hide taken from the beast was large enough to cover more than six tatami mats.",,,,
https://yokai.com/akamanto/,Aka manto,赤マント,あかまんと,red cloak; red vest,"aoi manto, akai kami, akai hanten, akai chanchanko, akai te",school toilets,unknown,"Aka manto is an urban legend related to toilets—particularly those in elementary schools. This phenomenon is known all over Japan, with countless variations on the same theme. It usually takes place in a specific stall in a specific bathroom in the school. Usually it is an older or seldom used bathroom, often in a stall with an older style squat toilet.  Often the fourth stall is the cursed one, as the number four is associated with death.",,,"Most stories follow this general pattern: while at school late in the evening, a student suddenly finds him or herself in desperate need of a toilet. The closest restroom available is one that is normally avoided by the students; it is older and less well-kept, separated from the rest of the school, and is rumored to be haunted. But with no time to search for a different restroom, the student enters. He or she does their business, and when they have finished, they reach for the toilet paper only to find that there is none. Then they hear a strange voice: “Do you want red paper? Or blue paper?” The student answers, “Red paper,” and a moment later is stabbed and sliced up so violently that blood sprays everywhere, soaking their body and making it look as if they were wearing a bright red cloak. Some time later, another student finds him or herself in need of a toilet in a similar situation. They know the rumors that a student died in the restroom, but they have no choice and use the bathroom anyway. Sure enough, a voice asks them, “Red paper or blue paper?” Remembering the legend, this student says, “Blue paper.” Then, all of the student’s blood is sucked out of their body, leaving them dead and blue-faced on the floor.
Plenty of variations of this legend exist, each with minor differences. The true identity of Aka manto is one of these. Sometimes it is said to be a person hiding in the adjacent stall—a serial killer in many stories. Other times it is a ghost who appears as a tall man with a sickly, bluish-white face. In some places it is even blamed on a hairy yōkai called a kainade who lives in the toilet and likes to stroke people’s rear ends with its hand. In the kainade’s case, the end result is markedly less violent: a hairy arm of the chosen color rises out of the toilet to stroke the student’s behind.
In some cases, instead of draining your blood, “blue paper” gets you strangled until your face turns blue. Sometimes answering “red paper” gets your skin flayed so that it hangs off of your back like a red cape (a play on the “aka manto” name). In other versions, instead of being killed, the student’s skin color will change permantly to whatever color he or she chose. Sometimes those who survive and tell the story to others fall terribly ill and die shortly after. And sometimes the consequences are worse than death, such as being dragged into the netherworld, never to be seen again.
The questions have many variations as well, including “red vest or blue vest,” “red hand or blue hand,” or “red tongue or blue tongue.” Sometimes the colors are red or white, instead of blue. When the choices are red or white paper, red often results in a red tongue rising up out of the toilet to lick the student’s rear end, while white results in a white hand rising up to stroke the student’s rear end. Less common choices are red paper or purple paper: choosing purple allows the student to escape unharmed, while choosing red causes the student to be pulled down through the toilet into the plumbing.
As with many urban legends, there is usually no escape from your horrible fate—though that doesn’t stop people from trying. Clever students who bring extra toilet paper with them discover that it vanishes before they are able to use it, and still find themselves having to answer to Aka manto. People who choose a different color other than those offered in hopes to confuse the spirit are met with an equally horrible death (one common version has a student say “yellow paper,” and the result is that their face is pushed down into the dirty toilet water and held there until they drown). In some instances, students have been able to escape by saying “I don’t need any paper,” buying them just enough time to run out of the bathroom before anything happens.
Aka manto’s appearance has changed over time along with the Japanese lexicon. Today, manto is the Japanese word for a cloak or a cape, and so aka manto is usually depicted wearing a long red hooded cloak. However, in the 1930’s when this urban legend was born, manto referred to a shorter, sleeveless kimono jacket. As a result, different generations have different visual impressions of what Aka manto looks like.","Tracing the origin of urban legends can be difficult. Aka manto is fairly old as far as urban legends go. It is recorded as a popular schoolyard rumor as early as the 1930’s, and its popularity hasn’t faded even as newer toilet legends (such as Toire no Hanako-san) have come into existence. One explanation for Aka manto’s origin and continued popularity is in its nature. It may be a reflection of the anxiety inherent in being a student. Aka manto asks children an impossible question to which any answer results in something terrible. That feeling is not too different from having to answer a difficult problem on a test, or a teacher’s question in front of the whole classroom when you don’t know the answer.",,,
https://yokai.com/gagoze/,Gagoze,元興寺,がごぜ,none; named for the temple which he haunted,"gangōji no oni, gagoji, guwagoze, gangō, gango",,children,"Gagoze is a reiki, or demon ghost, who haunted the temple Gangō-ji many centuries ago. He appears as a hideous demon dressed in monks robes, crawling about on all fours. His legend is preserved at Gangō-ji, which was founded in 593 by Soga no Umako.",,,"Shortly after, the peasant and his wife had a child. Just as promised the child was as strong as a thunder god. As the boy grew, he became renowned far and wide for his superhuman strength. By the time he turned 10, he had grown so powerful and boastful that he challenged a prince to a contest of strength and won. This attracted attention of the imperial court, and the boy was apprenticed to Gangō-ji.
Shortly after he joined Gangō-ji, the temple’s young apprentices began dying strange deaths one by one. Every morning, the fresh corpse of one of the boys would be found by the temple’s bell tower. The monks decided that an evil spirit was infiltrating the temple at night and committing the murders. The peasant’s son resolved to solve the mystery. He volunteered to catch whatever was killing the boys.
That night, the boy placed covered lanterns in the four corners of the bell tower. He instructed an older monk to wait by the lanterns and uncover them once he grabbed the evil spirit. The boy waited by the bell tower. At midnight a hunched creature came crawling towards the tower. It saw the boy, however, and ran away.
A few hours later, hunger got the better of the creature and it slinked back. The boy sprang and caught it by the hair, but the monk was too scared to uncover the lanterns. Summoning his superhuman strength, the boy dragged the creature to each corner of the tower and uncovered the lights. In the lamplight, he could see that the creature was a reiki—the ghost of an oni.
The reiki pulled back so hard that it ripped off its own scalp. Once free, it scampered away into the darkness, leaving its hair in the boy’s hand. When morning came, the priests followed the bloody trail left by the creature. They found the grave of a lazy, wicked servant formerly employed by the temple. The servant’s spirit had transformed into the demon ghost that was responsible for the murders.
After that, the reiki never returned to the temple again. The monster’s scalp became one of the holy treasures of Gangō-ji. The boy became famous far and wide. He used his superhuman strength to irrigate the temple’s fields, and eventually took the name Dōjō and became a splendid priest. After he died, he was enshrined as one of the gods of Gangō-ji.",,"Long ago in Owari Province, during the time of Emperor Bidatsu, a thunder god fell out of the sky in bolt of lightning. A peasant investigated the spot where the bolt struck, and discovered the thunder god in the form of a young boy. The peasant raised his cane with the intention to kill the creature, but the god pleaded to spare his life. The thunder god promised to give the peasant and his wife a young boy as strong as a god if the peasant would help him. The peasant agreed, and helped the thunder god to build a boat which allowed him to return to heaven.",,
https://yokai.com/haradashi/,Haradashi,腹出し,はらだし,belly exposer,,old temples and homes,"unknown, but has a fondness for sake","Haradashi is a goofy-looking yōkai that can change into various different forms. Occasionally a haradashi will appear as a headless torso with arms, legs, and comical facial features on its belly. Other times it looks like a kind, elderly nun, or a goofy female monster with long black hair. Whatever form it takes, the defining characteristic of a haradashi is the large, silly-looking face which appears on the creature’s enormous stomach.","Unlike most yōkai, haradashi do not do anything harmful. They are cheerful and agreeable yokai, and enjoy amusing others and cheering people up. They frequently disguise themselves as ordinary humans and then use their belly faces to surprise people and make them laugh.","Haradashi appear to sad and lonely individuals, particularly those who are at home drinking alone. Haradashi will slip into these peoples’ houses to cheer them up. When offered a drink, a haradashi happily accepts it, and then bares its belly and performs a ridiculous dance. Those who entertain a haradashi in their homes find that their troubles and worries vanish, and they become filled with hopes and dreams.","Haradashi don’t only perform house calls. They make their homes in old temples and invite in those who need help. They call out to people who are lost or seeking shelter from the snow or rain, and invite them to stay the night in their temple. A haradashi will present its guest with a warm room and a hearty meal, and of course entertain with its signature belly dance.",,,,
https://yokai.com/kaichigo/,Kaichigo,貝児,かいちご,shell boy,,decorative shell boxes,none,"Kaichigo is the spirit of a shell box come to life. It takes the form of a small, doll-like boy in a kimono.","Kaichigo haunt the shell boxes used to store beautiful and expensive painted shells. They come out when nobody is around and play with the shells, flipping them over and moving them around into different positions.",,"Kaiawase gradually became replaced by other matching games, such as karuta, which use less exquisite playing pieces. The kaioke and shells themselves came to be viewed as precious art objects instead of toys. Because each shell half will perfectly fit its matching half and no other, expensive kaiawase sets came to be used as wedding dowries—symbolizing a perfect and unique match between bride and groom. Some boxes have been passed down from mother to daughter over and over for centuries. Those kaioke which have been around for a very long time and are no longer used as games begin to resent their existence. They grow restless and want to be played with once again, and develop a soul: the kaichigo.","Kaichigo’s origins lie in kaiawase (“shell matching”), a popular Heian period game which uses painted seashells. Beautiful shells of the right size and color were collected and decorated, their insides lined with gold and painted with scenes from popular stories, such as The Tale of Genji. The two halves of the same shell would be painted with the same scene, and players of the game would try to match the two sides. Beautifully decorated shell boxes, or kaioke, were used to store the shells while not in use.",,,
https://yokai.com/jikininki/,Jikininki,食人鬼,じきにんき,human-eating ghost,,old temples and ruins,human corpses,"Jikininki are ghouls which feast on the bodies of the dead. They appear as ordinary humans for the most part, except their features are more monstrous. They have sharp, pointed teeth which they use to peel the flesh off of the recently deceased.","Jikininki are found near villages, usually in abandoned temples or old ruins. They avoid excessive contact with humans, but remain close to human settlements, as humans are their main source of food. Jikininki gain their sustenance by devouring the flesh and bones of the recently deceased. They do not enjoy their existence and do not find pleasure in eating the dead. It merely temporarily relieves some of the pain of their eternal hunger.",,"Jikininki exist somewhere between the living and the dead. They exhibit some ghost-like traits; they and their dwellings are often invisible during the day, appearing only to unsuspecting travelers during the night. They usually hunt their prey at night as well, slipping into temples when the dead are lain there for funerary prayers.
The son of the village chief welcomed Soseki and invited him to stay in his house as a guest. “However,” he said, “my father passed away earlier today. In our village, we have a custom. When one of us dies, we all must spend the night away from the village. If we do not do this, we will be cursed. But you are tired from your journey, and seeing as you are a priest, and also not a member of this village, I see no reason why you too must leave. Please feel free to stay in my house this night while the rest of us leave the village.” Soseki gratefully accepted. The villagers all left the village, and Soseki was alone.
That night, the monk recited funerary prayers over the body of the village chief. All of a sudden, he felt a presence nearby. Soseki felt his body freeze up, and he was unable to move. Then, a dark, hazy shape crept through the house and up to the body. The creature devoured the remains of the village chief, and then slipped away as quietly as it had arrived.
The following morning, when the villagers returned, Soseki told them what he had seen during the night. The village chief’s son told him that this was just as the local legends say. Soseki was surprsied, and asked why the monk living in the hermitage did not perform the funeral prayers for the village. The village chief’s son seemed confused. “There is no hermitage nearby. What’s more, there haven’t been any monks in this region for many generations…”
Soseki traced his steps through the mountains to the old hermitage he had seen the night before. The old monk welcomed him into the hovel and told him, “I apologize for showing you such a sight last night. The monster you saw in the village chief’s house was me. Long, long ago I was a priest. I lived in that village, and I performed many funeral services for the dead. However, all I could think of was the payment for my services, and not the souls of the deceased. Because of my lack of conviction, when I died I was reborn as a jikininki. Now, I am forced to feed off the bodies of the dead. Please, save my soul and release me from my torment!”
In that instant, the elderly monk and the dilapidated old hermitage both disappeared. Soseki was sitting on the dirt, surrounded by tall grass. The only feature nearby was an ancient, moss-covered gravestone.","Jikininki are closely related to gaki—hungry ghosts of Buddhist cosmology who are constantly starving but unable to eat anything. A jikininki is born when a person performs evil deeds, corrupting his soul. Some jikiniki were corrupt priests who could not properly pass on after their deaths. Others were once humans who, for some reason or another, developed a taste for human flesh. As time went on and they continued eating people, they gradually transformed into these monsters.","Long ago, a monk named Musō Soseki was traveling on a pilgrimage when he became lost deep in the mountains. As day began to fade, he came across a dilapidated old hermitage, where an elderly monk gave him directions to a village not far away. Soseki traveled on, and just as night fell he arrived in the village.",,
https://yokai.com/haimushi/,Haimushi,肺虫,はいむし,"lung worm, lung bug",,the lungs,cooked rice,"Haimushi is a tiny moth-like creature with a segmented body and four wings. They live in the lungs most of the time, but occasionally leave the body and fly through the air. They have red faces with a triple-forked mouth, and white bodies like that of a maggot. They have colorful, feathery wings. They feed mainly on cooked rice.",,"Haimushi infect the lungs and cause various health problems. If a haimushi leaves its host and gets lost, the person will die and the haimushi will transform into a fireball and burn up.","A haimushi infection can be treated with byakujutsu, a traditional remedy made from the powdered root of the herb Atractylodes japonica.",,,,
https://yokai.com/haishaku/,Haishaku,肺積,はいしゃく,lung shaku (a type of infection),sokuhon,the lungs,,"Haishaku originates under the right armpit and gradually migrates into the lungs. It grows from a smaller larval form into a large, white, lumpy shape that envelops the lungs and causes sickness. Its nose opens directly into the lugs, so it is extremely sensitive to smells.",,"People infected with haishaku develop smooth, white skin. They begin to dislike strong smells, whether good or bad, and instead prefer raw, fishy smells. They prefer spicy foods over bland ones. They also commonly become pessimistic and depressed. Because the haishaku is shaped like a cloud, their hearts too become cloudy and subdued. Tears will also flow like rain.",Haishaku infections can be treated with very gentle and shallow acupuncture. Anything stronger than that will be too painful for the victim.,,,,
https://yokai.com/gyuukan/,Gyūkan,牛癇,ぎゅうかん,cow kan (kind of infection),"kiukan, hainoju, haikan (lung kan)",the lungs,,Gyūkan is a type of kan no mushi—a creature which causes distemper and irritability in children. Kan no mushi can take many shapes and infect many parts of the body. A gyūkan is a kan no mushi which takes the shape of a cow and infects the lungs. It has a long tongue and sharp hooves. The lower part of its body is red.,,"Gyūkan tend to act up when their hosts eat and drink. From their position in the lungs, they can sense when food enters the throat. They become very excited, and cause their hosts to faint.","There are many of ways to treat it with acupuncture. However, as it grows older its horns become longer and sharper, and recovery becomes more difficult.",,,,
https://yokai.com/hishaku/,Hishaku,脾積,ひしゃく,spleen shaku (a type of infection),hiki,near the belly button,,"Hishaku is a microbe which lives near the belly button and infects the spleen. It has a fuzzy, yellowish, wolf-like body and a long red tongue. It has no legs. A large red pentagon-like shape appears on the hishaku’s side; this is a representation of the belly button.",,"Hishaku mainly infect women. They cause in their hosts an extreme fondness for sweets, as well as a yellow tinge in the face. Hishaku hosts tend to hum non-stop. They can cause extremely heavy menstrual bleeding as well as irregular vaginal discharge. Women infected this way have difficulty getting out of bed. Hishaku infections are most likely to occur during the changing of the seasons. This is because hishaku are related to the element of earth in Chinese element theory, and those days are also closely related to the element of earth.",Hishaku can be treated with acupuncture in an area about one centimeter around the belly button. The techniques for this treatment are only passed down orally.,,,,
https://yokai.com/hinoshu/,Hinoshu,脾ノ聚,ひのしゅ,spleen shu (a type of infection),,the spleen,,"Hinoshu is microbial yōkai with a lumpy, boulder-like appearance and an extremely large mouth. It infects the spleen.",,"Hinoshu attacks occur when its host is relaxing outside, and when the host is among a crowd of people. It rolls about inside the body, bruising every part and causing a lot of pain. The victim feels as if he has fallen from a height onto an enormous boulder. Viewing beautiful rocks, such as in a zen garden, causes this infection to act up much more strongly, as the hinoshu becomes excited at all of the beautiful rocks.","When an infection takes this form, it becomes very difficult to recover from this illness.  Traditionally, acupuncture is used to treat it, however the treatment is too complicated to learn in a book. It must be learned orally, from someone who has treated a hinoshu before.",,,,
https://yokai.com/hizounomushi/,Hizō no mushi,脾臓の虫,ひぞうのむし,spleen worm,,the spleen,,Hizō no mushi lives in the spleen and attacks the liver and muscles. It has a bright red body which is very hot. Its limbs are tipped with sharp claws. It staggers throughout the body on its thin legs.,,"People infected with hizō no mushi take on some of its characteristics; most notably the staggering style of walking about, with left and right arms spread wide. When hizō no mushi reaches out from the spleen and grasps the liver in its talons, its victims develop hyperthermia. When hizō no mushi grasps the muscles in its talons, the victim’s body becomes hot and he begins to feel dizzy as if hit on the head.",A hizō no mushi infection can be cured by taking Chinese medicine made from mokkō (a species of thistle) and daiō (a kind of rheum).,,,,
https://yokai.com/hizounokasamushi/,Hizō no kasamushi,脾臓の笠虫,ひぞうのかさむし,capped spleen worm,,the spleen,,"Hizō no kasamushi get their name from the bright red cap-like feature on top of their heads. They have a long, worm-like body covered in short red hairs, which ends in a hairy forked tail.",,"The hizō no kasamushi’s cap interferes with the normal intake of food, so people infected with this worm become pale and weak. It can cause rapid weight loss as well as extreme weight gain.","This bug is very difficult to remove the from body, but its symptoms can be somewhat relieved by taking Chinese medicine made from agi (dried gum from the roots of ferula plants) and gajutsu (made from the stems and roots of turmeric plants).",,,,
https://yokai.com/akuchu/,Akuchū,悪虫,あくちゅう,evil bug,,the spleen,prefers rice,Akuchū is a very dangerous bug which infects the spleen. It can easily move throughout its host with its flexible segmented body and broad tail. It has six sharp claws with which it strongly grasps the spleen.,,"Akuchū clings to the spleen and steals the food that its host eats with its hooked bill. No matter how much food is ingested, it is very difficult to gain weight or receive nourishment while infected with an akuchū.",Akuchū infections can be easily cured with mokkō (Chinese medicine made from a species of thistle).,,,,
https://yokai.com/oozakenomushi/,Ōzake no mushi,大酒の虫,おおざけのむし,heavy drinking worm,,the abdomen,,"Ōzake no mushi has a bright red body with a number of worm-like appendages branching out. It’s is quite warm, and becomes warmer when its host drinks alcohol. It looks like a lumpy satchel tied up at the top.",,"People infected with ōzake no mushi become heavy drinkers. If the satchel-like “shell” is broken, the ōzake no mushi erupts with what looks like red sand throughout the body. In fact, these are countless other worms which live inside its red body. Even after its host dies, these parasites will live inside of the abdomen.",,,,,
https://yokai.com/koshou/,Koshō,小姓,こしょう,"page, apprentice",koseu,between the heart and the diaphragm,prefers sweet sake,"Koshō is a parasitic yōkai with a snakelike body and a child-like face. It has a white, scruffy beard. It has an umbrella-like protrusion on the top of its head. It can speak, and is constantly chattering like a child. It loves sweet sake. In lives in between the heart and the diaphragm, where neither medicine nor needles can reach.",,"A koshō infection is a terminal illness. Not even the best doctors have ever come up with a way to treat it. The umbrella-like protrusion on its head blocks medicine, and it hides too deep in the body for acupuncture to be effective.",,,,,
https://yokai.com/kishaku/,Kishaku,気積,きしゃく,mind/spirit/mood shaku (a type of infection),,the stomach,oily foods,"Kishaku’s most distinguishing feature is its mouth, which is split three ways. It has a red, furry body with a white stripe and a black tail. It loves greasy, oily foods. It lives in the stomach and feeds off of the oily foods, such as fish and chicken, that its host eats. It completely ignores rice and other foods that it doesn’t like.",,People infected with kishaku experience an extreme increase in sexual desire. This sickness can be cured with medicine made from a tiger’s intestines.,,,,,
https://yokai.com/kakurannomushi/,Kakuran no mushi,霍乱の虫,かくらんのむし,vomit and diarrhea bug,,the stomach,,Kakuran no mushi is a parasitic yōkai which lives in the stomach. It has a black head and a red body. It has tiny legs interspersed across its long body. Its facial expression resembles that of a person who is about to vomit; its mouth is open and its eyes are tiny pinpoints.,,"People infected with kakuran no mushi suffer symptoms similar to food poisoning: frequent diarrhea and vomiting. This infection can be cured by taking goshuyu, a medicine made from a dried, unripe fruit (Tetradium ruticarpum).","In one record of a kakuran no mushi infection, this yōkai’s head was briefly visible in its host’s mouth during a particularly violent bout of vomiting. A friend of the victim grabbed the kakuran no mushi’s head to try to pull it out, but when he did, the victim became very weak and seemed as if he was about to lose consciousness. The friend let go of the head, and the kakuran no mushi retreated back into its hosts body. Afterwards, the victim died. When an autopsy was performed, the doctor found the kakuran no mushi wrapped up around its host’s liver so tightly that he couldn’t remove it. The doctor ground up shazenshi (Plantago asiatica) and mokkō (Saussurea costus) and sprinkled it on the kakuran no mushi, and the creature disappeared.",,,,
https://yokai.com/taibyounokesshaku/,Taibyō no kesshaku,大病の血積,たいびょうのけっしゃく,terrible disease blood shaku (a type of infection),"kesshaku, chishaku",the stomach,blood,"This yōkai infects hosts after they have suffered from a terrible sickness. It’s body is shaped like a flexible bulb. It has flippers and a broad tail which help it swim about the stomach. Its head it shaped like a hammer, and it uses it to smash through the stomach wall and enter the heart, where it feeds off of its host’s blood.",,"A person infected with a taibyō no kesshaku becomes pale, with thin and emaciated cheeks. The victim’s entire body becomes weak and worn out. This infection can be cured by vomiting up the taibyō no kesshaku and sprinkling it with shukusha (medicine made from black cardamom seed). When a taibyō no kesshaku is smashed, its body rips open and an enormous blood clot is released.",,,,,
https://yokai.com/sorinokanmushi/,Sori no kanmushi,ソリの肝虫,そりのかんむし,back-bending liver bug,,the liver,spicy foods,"The sori no kanmushi is a terrible parasitic bug with wide, bugging out eyes, a blue back, and a white belly. Its hands are like flippers and its tail is brush-like. It likes spicy foods. It lives in the liver, but the symptoms it causes affect the spine.",,"Sori no kanmushi bites the back of its host, causing great pain. Its victim develops a warped or curved spine, a condition which long ago was called sori (thus this creature’s name). Mokkō (Saussurea costus) and byakujutsu (Atractylodes japonica) are effective medicines against this bug.",,,,,
https://yokai.com/umakan/,Umakan,馬癇,うまかん,horse kan (kind of infection),shinnoju,the heart,,"Umakan is an infectious parasite with the appearance of a splendid, fast horse. Its head, neck, and back are deep red. It’s tail, belly, and legs are white. It acts up in bright sunlight, or the light from a large fire.",,"Umakan victims suffer from a weak heart and fainting spells. Upon waking up, they seem perfectly fine with no other problems. To treat this sickness, the victim must continuously build up strength in their heart. There are a number of effective ways to treat it with acupuncture as well, which are passed down orally from teacher to student.",,,,,
https://yokai.com/hinnagami/,Hinnagami,人形神,ひんながみ,"doll god, doll spirit",kochobbo,homes,,Hinnagami are powerful spirits from Toyama Prefecture. They reside in dolls and grant their owners’ wishes.,,A hinnagami will grant its owner any wish that he or she desires. Families who own hinnagami quickly become rich and powerful; and people who become rich and famous very quickly are sometimes suspected of owning hinnagami.,"Hinnagami come with a catch: if a new request is not made as soon as a wish is granted, the hinnagami will demand, “What is next?” As soon as that request is fulfilled, the hinnagami demands another, and another, and another. This pattern never ends. Because their creation comes out of human greed and desire, hinnagami cling to their creators obsessively and never leave their sides. A hinnagami’s attachment is so powerful, in fact, that even death cannot separate it from its master. When a hinnagami’s creator dies, the hinnagami will follow them to hell and haunt them for all of eternity.
In the most common ritual, the person who wishes to create a hinnagami must begin collecting grave earth that has been trampled on by people during the day. Grave earth must be collected in this way every night for three years. For an even stronger hinnagami, they should take earth from seven different graveyeards in seven different villages. Once collected, the grave earth is mixed with human blood until it becomes clay-like. Then it is molded into a doll shape representing a god or a spirit that its creator worships. This doll is placed and left in a busy road until it has been trampled upon by one thousand people. Then the creator retrieves the doll, which has become a hinnagami.
An alternative method is to collect graveyard stones and carve them into one thousand small dolls, each about nine centimeters long. These dolls are boiled in a large pot until only one of them rises to the surface. The doll that rises is said to contain the combined souls of all one thousand dolls. It becomes a special type of hinnagami called a kochobbo.","Hinnagami are created through a long and complicated ritual. There are a few methods of creating a hinnagami, which vary bit by bit depending on who you hear the story from.",,,
